player_id,name,normalized_name,team,role_classic,roles_mantra,quotation_classic,quotation_mantra,fvm_classic,fvm_mantra,starts,minutes,starter_signal,set_piece_signal,injury_signal,updated_at,appearances,average_rating,fantasy_average,goals,assists,penalties_scored,penalties_taken,previous_appearances,previous_average_rating,previous_fantasy_average,previous_goals,previous_assists
fc-5888,Casadei,casadei,TOR,C,C|T,9,9,27,27,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,5.0,5.0,0,0,0,0,32.0,6.03,6.52,6.0,0.0
fc-6462,Okoye,okoye,UDI,P,POR,9,9,28,28,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.25,4.75,0,0,0,0,30.0,6.08,5.1,0.0,1.0
fc-4994,Vojvoda,vojvoda,UDI,D,DD|E,9,9,19,19,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.5,6.5,0,0,0,0,27.0,5.94,6.17,2.0,1.0
fc-5555,Kamara H.,kamara h,UDI,D,DS|E,9,9,12,12,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,7.0,10.0,2,0,0,0,26.0,5.9,5.88,0.0,2.0
fc-6904,Yeboah J.,yeboah j,VEN,A,A,9,9,27,27,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.25,6.25,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-530,Pellegrini Lo.,pellegrini lo,ROM,C,C|T,9,9,20,20,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,24.0,6.04,6.58,4.0,2.0
fc-7612,Bobcek,bobcek,FRO,A,PC,9,9,31,28,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6534,Perri,perri,TOR,P,POR,9,9,26,26,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-554,Zappacosta,zappacosta,ATA,D,DD|E,8,8,19,19,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.25,6.25,0,0,0,0,35.0,6.03,6.27,3.0,1.0
fc-2077,Pasalic,pasalic,ATA,C,C|T,8,8,22,22,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.75,5.75,0,0,0,0,32.0,5.94,6.27,3.0,3.0
fc-4734,Miranda J.,miranda j,BOL,D,DS|E,8,8,23,23,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.0,6.0,0,0,0,0,31.0,5.94,6.03,1.0,3.0
fc-2765,Odgaard,odgaard,BOL,C,T,8,7,17,15,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.75,5.5,0,0,0,0,22.0,5.91,6.61,5.0,1.0
fc-4436,Cambiaghi,cambiaghi,BOL,C,W|A,8,7,25,25,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,5.75,0,0,0,0,25.0,5.96,6.38,3.0,4.0
fc-6643,Dallinga,dallinga,BOL,A,PC,8,7,10,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,18.0,5.81,6.14,2.0,1.0
fc-1933,Mandragora,mandragora,TOR,C,C,8,8,23,23,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.25,5.25,0,0,0,0,34.0,5.99,6.56,7.0,2.0
fc-4359,Piccoli,piccoli,BOL,A,PC,8,7,29,26,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.5,5.5,0,0,0,0,27.0,5.7,6.17,4.0,1.0
fc-7472,Calò,calo,FRO,C,M|C,8,9,27,32,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.5,7.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
fc-6530,Ghedjemis,ghedjemis,FRO,A,W|A,8,9,23,25,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7332,Bijlow,bijlow,GEN,P,POR,8,8,15,15,0,0,,,,2026-09-05T10:50:36.537627+00:00,3,5.33,3.0,0,0,0,0,16.0,6.09,4.81,0.0,0.0
fc-6814,Norton-Cuffy,norton cuffy,GEN,D,DD|E,8,8,15,15,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,6.0,0,0,0,0,27.0,5.94,6.11,2.0,1.0
fc-6164,Vitinha O.,vitinha o,GEN,A,A,8,8,13,13,0,0,,,,2026-09-05T10:50:36.537627+00:00,3,5.5,5.5,0,0,0,0,32.0,5.97,6.39,5.0,1.0
fc-4657,Celik,celik,JUV,D,B|DD|E,8,9,16,18,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,5.75,0,0,0,0,32.0,6.08,6.17,1.0,2.0
fc-5520,Cambiaso,cambiaso,JUV,D,DD|DS|E,8,9,18,21,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,5.5,5.0,0,0,0,0,36.0,5.79,5.97,3.0,4.0
fc-5544,David,david,JUV,A,PC,8,7,25,25,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,5.0,5.0,0,0,0,0,30.0,5.7,6.27,6.0,2.0
fc-6320,Doekhi,doekhi,LAZ,D,DC,8,8,16,16,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.25,6.25,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-2134,Falcone,falcone,LEC,P,POR,8,8,26,26,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.25,4.25,0,0,0,0,38.0,6.45,5.26,0.0,0.0
fc-6989,Tiago Gabriel,tiago gabriel,LEC,D,DC,8,8,20,20,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,7.5,1,0,0,0,36.0,6.03,6.04,2.0,0.0
fc-5029,Geubbels,geubbels,LEC,A,PC,8,7,23,20,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.25,5.25,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6496,Bartesaghi,bartesaghi,MIL,D,DS|E,8,8,22,22,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,6.0,0,0,0,0,31.0,6.0,6.08,2.0,0.0
fc-4856,Chukwueze,chukwueze,MIL,C,E|W,8,7,22,20,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.75,7.25,0,1,0,0,1.0,5.5,5.5,0.0,0.0
fc-5427,Gutierrez,gutierrez,NAP,D,DS|E,8,8,26,26,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,22.0,5.89,6.07,1.0,1.0
fc-1852,Spinazzola,spinazzola,NAP,D,DS|E,8,8,25,25,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.75,5.75,0,0,0,0,30.0,6.1,6.48,3.0,3.0
fc-4287,Lobotka,lobotka,NAP,C,M|C,8,9,23,28,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.25,6.25,0,0,0,0,31.0,6.08,6.13,1.0,0.0
fc-6664,Delprato,delprato,PAR,D,B|DD|E,8,8,21,24,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,5.75,0,0,0,0,35.0,6.01,6.11,2.0,0.0
fc-5862,Valeri,valeri,PAR,D,DS|E,8,8,22,22,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.75,5.75,0,0,0,0,34.0,6.1,6.13,0.0,2.0
fc-7529,Koulierakis,koulierakis,ROM,D,DC,8,8,15,15,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.0,6.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6717,Konè I.,kone i,SAS,C,C,8,8,20,20,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,35.0,6.19,6.63,6.0,0.0
fc-6495,Comuzzo,comuzzo,TOR,D,DC,8,8,13,13,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.25,7.75,1,0,0,0,24.0,5.73,5.73,1.0,0.0
fc-6727,Couto,couto,COM,D,DD|E,8,8,25,25,0,0,,,,2026-09-05T10:50:36.537627+00:00,3,6.0,6.33,0,1,0,0,0.0,0.0,0.0,0.0,0.0
fc-7551,Schmid,schmid,FRO,C,W|T,8,8,25,25,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.75,5.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7600,Osmajic,osmajic,GEN,A,PC,8,7,28,25,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,7.5,1,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-5675,Theate,theate,BOL,D,DS|DC,8,9,20,22,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7618,Hutchinson,hutchinson,MIL,C,W|A,8,7,25,22,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-4137,Diego Carlos,diego carlos,PAR,D,DC,8,8,26,26,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,25.0,6.18,6.14,1.0,0.0
fc-6833,Mbangula,mbangula,BOL,C,W|A,8,8,28,28,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6344,Sanchez Ro.,sanchez ro,COM,P,POR,8,8,25,25,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-787,Djimsiti,djimsiti,ATA,D,DC,7,7,16,16,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,33.0,5.89,5.83,0.0,0.0
fc-6046,Hien,hien,ATA,D,DC,7,7,11,11,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,28.0,6.02,5.96,1.0,0.0
fc-4364,Gaetano,gaetano,ATA,C,M|C,7,8,30,35,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,6.5,0,1,0,0,32.0,6.08,6.33,2.0,4.0
fc-5422,Zalewski,zalewski,ATA,C,W,7,6,18,15,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,6.5,0,1,0,0,31.0,6.08,6.39,2.0,5.0
fc-6042,Lucumì,lucumi,JUV,D,DC,7,7,17,17,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,5.5,5.0,0,0,0,0,28.0,5.91,5.93,1.0,0.0
fc-4433,Zortea,zortea,BOL,D,DD|E,7,7,19,19,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,6.0,0,0,0,0,28.0,5.79,5.82,0.0,2.0
fc-5858,Ferguson,ferguson,BOL,C,M|C,7,8,23,27,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.25,6.25,0,0,0,0,23.0,5.87,5.85,1.0,0.0
fc-4210,Mina,mina,CAG,D,DC,7,7,20,20,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,26.0,6.02,6.19,2.0,1.0
fc-5701,Obert,obert,CAG,D,B|DS|E,7,7,15,17,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,6.0,0,0,0,0,34.0,5.97,5.91,0.0,3.0
fc-4870,Adopo,adopo,CAG,C,M|C,7,8,13,16,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,6.5,0,1,0,0,38.0,5.89,5.95,1.0,1.0
fc-7311,Romano,romano,CAG,C,M|C,7,8,21,26,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,7.0,8.5,1,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-5365,Dragusin,dragusin,FIO,D,DC,7,7,20,20,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,4.0,3.75,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6531,Jimenez A.,jimenez a,FIO,D,DD|DS|E,7,8,18,21,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.0,4.75,0,0,0,0,1.0,5.5,5.0,0.0,0.0
fc-4465,Fagioli,fagioli,FIO,C,M|C,7,8,20,25,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.25,5.0,0,0,0,0,33.0,6.08,6.27,2.0,3.0
fc-6294,Ndour,ndour,FIO,C,C,7,7,22,22,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.0,5.0,0,0,0,0,30.0,5.72,5.98,3.0,0.0
fc-7469,Bracaglia,bracaglia,FRO,D,DS|DC,7,7,15,17,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.75,8.5,1,1,0,0,0.0,0.0,0.0,0.0,0.0
fc-5791,Frendrup,frendrup,GEN,C,M|C,7,8,19,24,0,0,,,,2026-09-05T10:50:36.537627+00:00,3,5.83,5.83,0,0,0,0,36.0,6.0,6.01,1.0,0.0
fc-6669,Bonny,bonny,INT,A,PC,7,6,15,12,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.0,6.0,0,0,0,0,28.0,6.09,6.75,5.0,4.0
fc-5685,Koopmeiners,koopmeiners,JUV,C,C|T,7,7,15,15,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,7.0,10.0,1,0,0,0,30.0,5.72,5.63,0.0,0.0
fc-2832,Boga,boga,JUV,A,W|A,7,7,27,30,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.5,5.5,0,0,0,0,13.0,6.15,7.12,4.0,1.0
fc-5620,Tavares N.,tavares n,LAZ,D,DS|E,7,7,25,25,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,7.0,8.0,0,1,0,0,21.0,5.83,5.71,0.0,0.0
fc-4459,Rovella,rovella,LAZ,C,M|C,7,8,16,19,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.25,6.25,0,0,0,0,11.0,5.82,5.73,0.0,1.0
fc-5504,Coulibaly L.,coulibaly l,LEC,C,M|C,7,8,17,22,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,6.5,0,1,0,0,33.0,6.03,6.27,3.0,1.0
fc-4401,Gabbia,gabbia,MIL,D,DC,7,7,15,15,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.0,6.0,0,0,0,0,29.0,5.91,5.84,0.0,0.0
fc-7485,Mangas,mangas,MON,D,DS|E,7,7,15,15,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,6.5,0,1,0,0,0.0,0.0,0.0,0.0,0.0
fc-6593,Akinsanmiro,akinsanmiro,MON,C,C,7,7,11,11,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.5,7.5,0,1,0,0,24.0,5.77,5.77,0.0,1.0
fc-7523,Varela G.,varela g,MON,A,PC,7,7,40,37,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,7.0,10.0,2,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6641,Suzuki,suzuki,PAR,P,POR,7,7,20,20,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,20.0,6.05,4.78,0.0,0.0
fc-6666,Bernabè,bernabe,PAR,C,C,7,7,34,34,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.75,5.75,0,0,0,0,32.0,6.08,6.39,3.0,1.0
fc-6190,Pisilli,pisilli,ROM,C,C,7,7,19,19,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.25,7.75,1,0,0,0,23.0,6.07,6.43,2.0,4.0
fc-4236,Muric,muric,SAS,P,POR,7,7,15,15,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.5,5.0,0,0,0,0,32.0,6.06,4.75,0.0,0.0
fc-6672,Idzes,idzes,SAS,D,DC,7,7,19,19,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.0,6.0,0,0,0,0,35.0,6.01,5.97,0.0,0.0
fc-6642,Coco,coco,TOR,D,DC,7,7,14,14,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.5,5.5,0,0,0,0,35.0,5.89,5.96,1.0,1.0
fc-5010,Ismajli,ismajli,TOR,D,DC,7,7,13,13,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,6.0,0,0,0,0,24.0,5.96,5.94,0.0,2.0
fc-6680,Karlstrom,karlstrom,UDI,C,M|C,7,8,20,23,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,6.0,0,0,0,0,36.0,5.9,5.9,1.0,0.0
fc-6783,Unai Gomez,unai gomez,UDI,C,T,7,6,16,14,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,5.5,5.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7449,Rrahmani Al.,rrahmani al,VEN,A,PC,7,6,13,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-5946,Sow,sow,GEN,C,M|C,7,8,15,20,0,0,,,,2026-09-05T10:50:36.537627+00:00,3,5.67,5.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-4479,Elmas,elmas,ATA,C,W|T,7,7,22,22,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,5.5,5.5,0,0,0,0,31.0,5.84,5.98,1.0,3.0
fc-4664,Badiashile,badiashile,NAP,D,DC,7,7,18,18,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7580,Sutalo J.,sutalo j,LAZ,D,DC,7,7,19,19,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7619,Monteiro J.,monteiro j,LEC,C,W|A,7,6,23,23,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7220,Belghali,belghali,TOR,D,DD|E,7,7,20,20,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,26.0,6.1,6.21,2.0,0.0
fc-5680,Sarr P.,sarr p,JUV,C,M|C,7,8,25,27,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7623,Gnonto,gnonto,FIO,A,W|A,7,8,25,27,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-795,El Shaarawy,el shaarawy,GEN,C,W,7,6,25,23,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,18.0,6.08,6.28,1.0,2.0
fc-2640,Kolasinac,kolasinac,ATA,D,DS|DC,6,7,8,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,6.0,0,0,0,0,17.0,5.94,5.85,0.0,0.0
fc-6916,Ahanor,ahanor,ATA,D,B|DS|E,6,6,13,15,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,21.0,5.79,5.69,0.0,0.0
fc-4887,Bellanova,bellanova,ATA,D,DD|E,6,6,17,17,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,22.0,5.75,5.75,0.0,1.0
fc-7219,Bernasconi,bernasconi,ATA,D,DS|E,6,6,18,18,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,5.5,5.5,0,0,0,0,22.0,6.11,6.18,0.0,3.0
fc-5918,Sulemana K.,sulemana k,ATA,A,A,6,6,8,8,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,20.0,5.92,6.18,2.0,1.0
fc-7212,Heggem,heggem,BOL,D,DS|DC,6,6,15,17,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.5,5.25,0,0,0,0,25.0,5.86,5.82,0.0,0.0
fc-5678,Holm,holm,BOL,D,DD|E,6,6,13,13,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,6.0,0,0,0,0,16.0,6.03,6.38,1.0,4.0
fc-5298,Pobega,pobega,BOL,C,M|C,6,7,12,15,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.0,6.0,0,0,0,0,23.0,5.87,6.22,3.0,1.0
fc-4260,Winks,winks,CAG,C,M|C,6,7,15,20,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.75,5.75,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6010,Fazzini,fazzini,CAG,C,C|T,6,7,23,23,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.5,5.25,0,0,0,0,12.0,5.79,5.75,0.0,0.0
fc-6598,Mutandwa,mutandwa,CAG,A,PC,6,6,7,7,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7414,Kaiki,kaiki,COM,D,DS|E,6,6,13,13,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6867,Valle,valle,COM,D,DS|E,6,6,21,21,0,0,,,,2026-09-05T10:50:36.537627+00:00,3,6.33,6.67,0,1,0,0,26.0,6.06,6.23,1.0,3.0
fc-7412,Milla,milla,COM,C,M|C,6,6,30,35,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.75,6.75,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-5036,Caqueret,caqueret,COM,C,C|T,6,6,17,17,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,6.0,0,0,0,0,29.0,6.12,6.41,2.0,4.0
fc-6678,Liberali,liberali,COM,C,T,6,5,21,20,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.0,6.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7410,Viery,viery,FIO,D,DS|DC,6,7,12,14,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,5.5,5.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7464,Oulai,oulai,FIO,C,M|C,6,7,18,23,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.5,5.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-4952,Monterisi,monterisi,FRO,D,DC,6,6,13,13,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,6.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6238,Oyono A.,oyono a,FRO,D,DD|E,6,6,10,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.25,6.25,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-5998,Zerbin,zerbin,FRO,C,W,6,5,12,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,6.0,0,0,0,0,30.0,5.77,5.8,0.0,2.0
fc-6204,Kvernadze,kvernadze,FRO,A,W|A,6,7,24,24,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.75,7.25,0,1,0,0,0.0,0.0,0.0,0.0,0.0
fc-6660,Marcandalli,marcandalli,GEN,D,DC,6,6,14,14,0,0,,,,2026-09-05T10:50:36.537627+00:00,3,5.17,5.17,0,0,0,0,31.0,5.89,5.85,0.0,1.0
fc-6020,Ellertsson,ellertsson,GEN,C,E|C,6,7,16,19,0,0,,,,2026-09-05T10:50:36.537627+00:00,3,5.5,5.5,0,0,0,0,35.0,5.8,5.87,1.0,1.0
fc-4177,Pavard,pavard,INT,D,DD|DC,6,7,14,16,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.0,6.0,0,0,0,0,1.0,6.5,6.5,0.0,0.0
fc-5877,Carlos Augusto,carlos augusto,INT,D,B|DS|E,6,7,20,22,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,28.0,6.05,6.09,1.0,1.0
fc-218,Perin,perin,JUV,P,POR,6,6,5,5,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,9.0,6.06,5.06,0.0,0.0
fc-5761,Zhegrova,zhegrova,JUV,C,W,6,5,17,17,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,5.5,5.5,0,0,0,0,12.0,6.04,6.04,0.0,0.0
fc-460,Romagnoli,romagnoli,LAZ,D,DC,6,6,20,20,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,32.0,6.0,5.89,0.0,0.0
fc-4817,Pedraza,pedraza,LAZ,D,DS|E,6,6,14,14,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,6.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-2188,Marusic,marusic,LAZ,D,DD|DS|E,6,6,20,23,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.0,6.0,0,0,0,0,33.0,5.8,5.91,1.0,2.0
fc-6556,Noslin,noslin,LAZ,A,A,6,6,8,8,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,23.0,6.02,6.5,4.0,2.0
fc-6990,Veiga D.,veiga d,LEC,D,DD|E,6,6,12,12,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.75,6.0,0,1,0,0,36.0,5.86,5.74,0.0,0.0
fc-4502,Gallo,gallo,LEC,D,DS|E,6,6,12,12,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,5.5,5.5,0,0,0,0,37.0,5.93,5.97,0.0,3.0
fc-6549,Pierotti,pierotti,LEC,C,W,6,5,19,17,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.75,5.75,0,0,0,0,37.0,5.73,5.78,1.0,1.0
fc-7252,Stulic,stulic,LEC,A,PC,6,6,11,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.25,5.25,0,0,0,0,31.0,5.61,5.98,4.0,0.0
fc-4751,Tomori,tomori,MIL,D,DC,6,6,8,8,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,32.0,5.92,5.83,0.0,1.0
fc-7008,Gimenez,gimenez,MIL,A,PC,6,5,10,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,16.0,5.41,5.41,0.0,1.0
fc-2741,Pessina,pessina,MON,C,M|C,6,7,15,20,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6202,Beukema,beukema,NAP,D,DC,6,6,12,12,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,22.0,5.89,6.11,2.0,0.0
fc-2724,Buongiorno,buongiorno,NAP,D,DC,6,6,15,15,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,32.0,5.84,5.83,0.0,1.0
fc-6831,Neres,neres,NAP,A,W|A,6,6,20,20,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,16.0,6.16,6.81,3.0,3.0
fc-7411,Daffara,daffara,PAR,P,POR,6,6,7,7,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6663,Circati,circati,PAR,D,DC,6,6,18,18,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,31.0,5.98,5.98,1.0,0.0
fc-4349,Nicolussi Caviglia,nicolussi caviglia,PAR,C,M|C,6,6,16,21,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,23.0,5.85,5.98,0.0,4.0
fc-2528,Matic,matic,SAS,C,M|C,6,6,15,17,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,5.75,0,0,0,0,34.0,6.0,6.0,1.0,1.0
