player_id,name,normalized_name,team,role_classic,roles_mantra,quotation_classic,quotation_mantra,fvm_classic,fvm_mantra,starts,minutes,starter_signal,set_piece_signal,injury_signal,updated_at,appearances,average_rating,fantasy_average,goals,assists,penalties_scored,penalties_taken,previous_appearances,previous_average_rating,previous_fantasy_average,previous_goals,previous_assists
fc-6677,Adzic,adzic,SAS,C,C|T,6,6,16,16,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,6.5,0,1,0,0,4.0,6.12,6.88,1.0,0.0
fc-7036,Bakola,bakola,SAS,C,C|T,6,6,14,14,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.25,6.25,0,0,0,0,3.0,6.17,6.17,0.0,0.0
fc-7060,Cacciamani,cacciamani,TOR,C,E|W,6,7,24,24,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,6.5,0,1,0,0,0.0,0.0,0.0,0.0,0.0
fc-6218,Oristanio,oristanio,TOR,C,W|T,6,6,12,14,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,18.0,5.72,5.83,1.0,0.0
fc-608,Zapata D.,zapata d,TOR,A,PC,6,6,12,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,23.0,5.89,6.2,3.0,1.0
fc-6485,Kristensen T.,kristensen t,ATA,D,DD|DC,6,7,20,22,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,28.0,6.04,6.29,3.0,0.0
fc-7198,Piotrowski,piotrowski,UDI,C,M|C,6,7,15,17,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.25,7.5,1,0,0,0,31.0,5.84,5.9,1.0,0.0
fc-6248,Stankovic F.,stankovic f,VEN,P,POR,6,6,11,11,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,4.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-5674,Basic,basic,VEN,C,M|C,6,7,19,20,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.5,5.5,0,0,0,0,23.0,5.98,6.33,2.0,3.0
fc-7329,Obrador,obrador,SAS,D,DS|E,6,6,13,13,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.0,6.0,0,0,0,0,16.0,6.06,6.41,1.0,3.0
fc-7146,Tourè I.,toure i,MON,C,E|M,6,7,14,17,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,30.0,5.85,5.85,1.0,0.0
fc-7069,Fortini,fortini,TOR,D,E,6,5,12,12,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,6.0,0,0,0,0,12.0,5.88,5.88,0.0,0.0
fc-7564,Leysen F.,leysen f,SAS,D,DS|DC,6,7,12,14,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.25,6.75,0,1,0,0,0.0,0.0,0.0,0.0,0.0
fc-4705,Balerdi,balerdi,ROM,D,DC,6,6,11,11,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-4147,Caleta-Car,caleta car,SAS,D,DC,6,6,15,15,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7620,Zeballos,zeballos,MON,A,A,6,6,18,18,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7621,Sugawara,sugawara,CAG,D,DD|E,6,6,15,15,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7624,Braganca,braganca,TOR,C,C,6,6,20,20,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-4896,Maldini,maldini,CAG,A,T|A,5,6,21,21,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.75,5.75,0,0,0,0,18.0,5.97,6.33,2.0,1.0
fc-7528,Amondarain,amondarain,BOL,C,M|C,5,6,10,13,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,5.5,5.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7532,Kofler,kofler,CAG,D,DC,5,5,8,8,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.0,6.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7274,Zè Pedro,ze pedro,CAG,D,DD|DC,5,6,13,15,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.75,5.5,0,0,0,0,22.0,5.8,5.7,0.0,1.0
fc-6640,Felici,felici,CAG,C,W,5,4,7,7,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.0,6.0,0,0,0,0,11.0,6.0,6.5,2.0,1.0
fc-6893,Kempf,kempf,COM,D,DC,5,5,13,13,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.5,6.5,0,0,0,0,30.0,6.12,6.5,4.0,1.0
fc-7294,Valdepenas,valdepenas,FIO,D,DS|DC,5,6,16,18,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,5.5,5.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6415,Palmisani,palmisani,FRO,P,POR,5,5,12,12,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.25,5.75,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7467,Calvani,calvani,FRO,D,DC,5,5,13,13,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.5,6.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7409,Meichtry,meichtry,GEN,C,W|T,5,5,11,13,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.75,5.75,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-5301,Luis Henrique,luis henrique,INT,C,E|W,5,6,12,14,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,6.0,0,0,0,0,27.0,5.87,6.04,1.0,2.0
fc-6766,Kelly L.,kelly l,JUV,D,DS|DC,5,6,12,14,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,6.0,0,0,0,0,35.0,6.04,6.1,1.0,1.0
fc-6629,Dele-Bashiru,dele bashiru,LAZ,C,C|T,5,5,13,13,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,5.5,5.5,0,0,0,0,21.0,5.71,5.86,1.0,0.0
fc-6632,Gaspar K.,gaspar k,LEC,D,DC,5,5,12,12,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.5,5.25,0,0,0,0,21.0,5.81,5.62,0.0,0.0
fc-5739,De Winter,de winter,MIL,D,DD|DC,5,6,20,22,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.5,6.5,0,0,0,0,24.0,5.71,5.85,1.0,1.0
fc-7203,Jashari,jashari,MIL,C,M|C,5,5,13,13,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,6.0,0,0,0,0,12.0,5.67,5.75,0.0,1.0
fc-2170,Milinkovic-Savic V.,milinkovic savic v,NAP,P,POR,5,5,5,5,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,27.0,6.17,5.61,0.0,0.0
fc-5840,Olivera,olivera,NAP,D,B|DS|E,5,5,13,15,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,4.5,4.5,0,0,0,0,24.0,5.79,5.73,0.0,0.0
fc-6898,Keita M.,keita m,PAR,C,M|C,5,6,15,17,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.5,5.5,0,0,0,0,36.0,6.0,6.04,1.0,1.0
fc-6984,Ondrejka,ondrejka,PAR,C,W|A,5,4,18,16,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,15.0,5.67,5.6,0.0,0.0
fc-6631,Ghilardi,ghilardi,ROM,D,DC,5,5,10,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.5,6.5,0,0,0,0,21.0,5.88,5.86,0.0,0.0
fc-5851,Doig,doig,SAS,D,DS|E,5,5,10,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,6.0,0,0,0,0,27.0,5.81,5.72,0.0,0.0
fc-6426,Pedersen,pedersen,TOR,D,DD|E,5,5,12,12,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.0,6.0,0,0,0,0,28.0,5.84,5.96,1.0,2.0
fc-7535,Fitz-Jim,fitz jim,TOR,C,M|C,5,6,18,23,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,6.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6170,Gineitis,gineitis,TOR,C,M|C,5,6,12,15,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.25,5.5,0,1,0,0,28.0,5.82,5.77,0.0,1.0
fc-7253,Bella-Kotchap,bella kotchap,VEN,D,DC,5,5,13,13,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.0,5.0,0,0,0,0,18.0,5.94,5.86,0.0,0.0
fc-4845,Correia T.,correia t,VEN,D,DD|DS|E,5,5,12,12,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.75,5.75,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-5695,Haps,haps,VEN,D,DS|E,5,5,10,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.25,6.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-5507,Busio,busio,VEN,C,M|C,5,6,14,17,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.25,6.25,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-5319,Sohm,sohm,VEN,C,C,5,5,11,11,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,5.5,5.5,0,0,0,0,24.0,5.6,5.58,0.0,1.0
fc-6994,Perez K.,perez k,VEN,C,C|T,5,5,15,15,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.75,5.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6618,Cissè A.,cisse a,MIL,C,W|T,5,5,24,24,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.5,8.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7610,Birligea,birligea,FRO,A,PC,5,5,11,11,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6145,Ngonge,ngonge,MON,A,A,5,5,13,13,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,17.0,5.88,6.06,1.0,1.0
fc-5751,Patterson,patterson,TOR,D,DD|E,5,5,12,12,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-2169,Rodriguez R.,rodriguez r,TOR,D,B|DS|E,5,6,12,14,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-5578,Kossounou,kossounou,ATA,D,DD|DC,4,4,12,12,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.75,5.75,0,0,0,0,17.0,5.79,5.94,1.0,0.0
fc-22,De Roon,de roon,ROM,C,M|C,4,4,10,13,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,34.0,5.97,6.0,1.0,2.0
fc-7068,Vitik,vitik,BOL,D,DC,4,4,10,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,18.0,5.81,5.72,0.0,0.0
fc-6054,Moro N.,moro n,BOL,C,M|C,4,4,14,17,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,28.0,5.96,6.16,2.0,0.0
fc-6895,Dominguez B.,dominguez b,SAS,C,W|A,4,3,12,12,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.75,5.75,0,0,0,0,13.0,5.81,6.0,0.0,3.0
fc-7268,Rodriguez Ju.,rodriguez ju,CAG,D,DS|DC,4,5,14,17,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.25,6.25,0,0,0,0,16.0,5.78,5.88,1.0,0.0
fc-4461,Zappa,zappa,CAG,D,B|DD|E,4,4,7,9,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.0,6.0,0,0,0,0,25.0,5.94,6.02,0.0,3.0
fc-6424,Prati,prati,CAG,C,M|C,4,4,7,7,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,32.0,5.83,5.83,1.0,0.0
fc-6243,Borrelli,borrelli,CAG,A,PC,4,3,9,7,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.0,6.0,0,0,0,0,26.0,5.94,6.48,5.0,1.0
fc-7374,Mendy P.,mendy p,CAG,A,PC,4,4,12,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.75,5.75,0,0,0,0,8.0,5.94,6.62,2.0,0.0
fc-7014,Smolcic I.,smolcic i,COM,D,DD|E,4,4,10,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,5.5,5.5,0,0,0,0,25.0,6.08,5.96,0.0,1.0
fc-7127,Addai,addai,COM,C,W|A,4,4,10,8,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,12.0,6.0,6.58,3.0,0.0
fc-313,Morata,morata,COM,A,PC,4,3,7,7,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,18.0,5.47,5.19,0.0,0.0
fc-5603,Pongracic,pongracic,FIO,D,DC,4,4,8,8,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,5.0,5.0,0,0,0,0,35.0,5.89,5.71,0.0,0.0
fc-5449,Parisi,parisi,FIO,D,DS|E,4,4,10,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,23.0,6.11,6.07,1.0,1.0
fc-6206,Fabbian,fabbian,PAR,C,C|T,4,4,8,8,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,22.0,5.75,6.0,2.0,0.0
fc-5757,Cittadini,cittadini,FRO,D,DC,4,4,8,8,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,6.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7473,Cichella,cichella,FRO,C,M|C,4,4,12,15,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,5.5,5.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7474,Koutsoupias,koutsoupias,FRO,C,C,4,4,11,11,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6506,Fini,fini,FRO,C,W,4,3,13,13,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.75,5.75,0,0,0,0,1.0,5.5,5.5,0.0,0.0
fc-2593,Martin,martin,GEN,D,DS|E,4,4,8,8,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,29.0,5.91,6.05,1.0,5.0
fc-7537,Mitaj,mitaj,GEN,D,DS|E,4,4,10,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7341,Amorim,amorim,GEN,C,M|C,4,5,11,13,0,0,,,,2026-09-05T10:50:36.537627+00:00,3,5.67,5.5,0,0,0,0,9.0,5.72,5.67,0.0,0.0
fc-4970,Messias,messias,GEN,C,W|T,4,4,8,8,0,0,,,,2026-09-05T10:50:36.537627+00:00,3,6.0,6.0,0,0,0,0,19.0,6.16,6.66,3.0,1.0
fc-2857,Traorè Hj.,traore hj,GEN,C,W|T,4,4,11,11,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7453,Havel,havel,GEN,A,PC,4,3,5,5,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-2529,Mkhitaryan,mkhitaryan,INT,C,C,4,4,9,9,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,28.0,6.12,6.5,4.0,1.0
fc-5831,Gatti,gatti,JUV,D,DC,4,4,10,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,16.0,5.97,6.25,2.0,0.0
fc-4911,Douglas Luiz,douglas luiz,JUV,C,C,4,4,15,15,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.75,5.75,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7012,Provstgaard,provstgaard,LAZ,D,DC,4,4,13,13,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.25,6.0,0,0,0,0,23.0,5.91,5.85,0.0,0.0
fc-7131,Floriani Mussolini,floriani mussolini,LAZ,D,DD|E,4,4,10,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.25,6.0,0,0,0,0,23.0,5.72,5.72,0.0,1.0
fc-333,Cataldi,cataldi,LAZ,C,M|C,4,4,12,15,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,27.0,6.0,6.33,3.0,3.0
fc-7240,Siebert,siebert,LEC,D,DC,4,4,12,12,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.5,5.5,0,0,0,0,19.0,5.79,5.87,1.0,0.0
fc-7322,Ngom,ngom,LEC,C,M|C,4,5,12,15,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.5,5.25,0,0,0,0,13.0,5.62,5.58,0.0,0.0
fc-6015,Berisha M.,berisha m,LEC,C,C|T,4,4,12,12,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,12.0,6.25,7.0,2.0,3.0
fc-7318,Gandelman,gandelman,LEC,C,C|T,4,4,10,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,17.0,5.85,6.26,2.0,1.0
fc-7001,N'Dri,n dri,LEC,A,W|A,4,4,12,12,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.75,5.75,0,0,0,0,17.0,5.85,6.12,2.0,0.0
fc-4686,Fofana Y.,fofana y,MIL,C,M|C,4,6,10,12,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,33.0,5.83,6.05,2.0,3.0
fc-5453,Ricci S.,ricci s,COM,C,M|C,4,4,12,15,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.0,6.0,0,0,0,0,29.0,5.98,6.16,1.0,3.0
fc-4199,Loftus-Cheek,loftus cheek,MIL,C,C|T,4,4,16,16,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.5,5.25,0,0,0,0,22.0,6.07,6.48,3.0,1.0
fc-6519,Camarda,camarda,MIL,A,PC,4,4,20,17,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,18.0,5.67,5.64,1.0,0.0
fc-4485,Thiam,thiam,MON,P,POR,4,4,5,5,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,4.5,1.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-2115,Delli Carri,delli carri,MON,D,DC,4,4,11,11,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.0,6.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-5838,Birindelli,birindelli,MON,D,DD|DS|E,4,5,12,14,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.75,5.75,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-5882,Mota,mota,MON,A,A,4,4,8,8,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6252,Folorunsho,folorunsho,MON,C,C|T,4,4,17,17,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.0,6.0,0,0,0,0,26.0,5.92,6.1,2.0,0.0
fc-7162,Giovane,giovane,NAP,A,A,4,4,7,7,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,31.0,5.94,6.39,3.0,6.0
fc-7120,Lang,lang,NAP,A,A,4,4,14,14,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.5,5.5,0,0,0,0,14.0,5.96,6.25,1.0,2.0
fc-6215,Lucca,lucca,NAP,A,PC,4,4,12,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.5,6.5,0,0,0,0,9.0,5.61,5.89,1.0,0.0
fc-5307,Valenti,valenti,PAR,D,DC,4,4,10,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,27.0,5.87,5.74,0.0,0.0
fc-6207,Almqvist,almqvist,PAR,C,W|A,4,3,11,11,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,5.5,5.5,0,0,0,0,10.0,5.9,6.0,0.0,1.0
fc-7213,Frigan,frigan,PAR,A,A,4,4,6,6,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6986,Rensch,rensch,ROM,D,B|DD|E,4,6,14,16,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,18.0,6.11,6.47,1.0,4.0
fc-6271,El Aynaoui,el aynaoui,ROM,C,M|C,4,4,13,16,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,21.0,5.93,6.05,1.0,2.0
fc-4374,Walukiewicz,walukiewicz,SAS,D,DD|DC,4,4,10,12,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,34.0,5.79,5.72,0.0,1.0
fc-7526,Comert,comert,TOR,D,DC,4,4,12,12,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,5.5,5.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6005,Ilkhan,ilkhan,TOR,C,M|C,4,5,8,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,5.5,5.5,0,0,0,0,18.0,5.92,6.08,1.0,2.0
fc-6827,Njie,njie,FIO,C,W|A,4,4,28,28,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,7.0,7.0,0,0,0,0,11.0,5.86,6.18,1.0,1.0
fc-7349,Kulenovic,kulenovic,TOR,A,PC,4,3,9,7,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,5.5,5.5,0,0,0,0,7.0,5.64,5.71,0.0,1.0
fc-4263,Kabasele,kabasele,UDI,D,DC,4,4,12,12,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,29.0,5.97,6.16,3.0,0.0
fc-5820,Bertola,bertola,UDI,D,DD|DS|DC,4,6,10,13,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.0,6.0,0,0,0,0,25.0,5.92,5.9,0.0,1.0
fc-5527,Zanoli,zanoli,UDI,D,DD|E,4,4,10,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,19.0,5.95,6.18,1.0,2.0
fc-7312,Arizala,arizala,UDI,D,DS|E,4,4,8,8,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,5.0,5.8,5.8,0.0,0.0
fc-7208,Miller L.,miller l,UDI,C,M|C,4,4,12,15,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,6.0,0,0,0,0,19.0,5.87,5.89,0.0,2.0
fc-7272,Gueye,gueye,UDI,A,PC,4,4,7,6,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.5,5.5,0,0,0,0,15.0,5.77,5.9,1.0,0.0
fc-6890,Moreno M.,moreno m,VEN,D,DC,4,4,6,6,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6821,Hainaut,hainaut,VEN,D,DD|E,4,4,12,12,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.75,5.75,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-4387,Adorante,adorante,VEN,A,PC,4,4,8,8,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7546,Robinson J.,robinson j,MON,A,A,4,4,5,5,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7550,Grillitsch,grillitsch,FRO,C,M|C,4,4,10,13,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-4375,Terzic,terzic,FRO,D,DS|E,4,4,8,8,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.75,5.75,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-2012,Milik,milik,JUV,A,PC,4,4,10,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,2.0,6.0,6.0,0.0,0.0
fc-7563,Favasuli,favasuli,NAP,D,DD|DS|E,4,4,11,13,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7602,Fatah,fatah,LEC,A,W|A,4,5,14,14,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.0,6.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7579,Massolin,massolin,CAG,C,C|T,4,4,12,12,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-256,Juan Jesus,juan jesus,VEN,D,DS|DC,4,5,10,12,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,22.0,5.82,5.59,0.0,0.0
fc-5336,Nzola,nzola,CAG,A,PC,4,4,10,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,28.0,5.86,6.14,4.0,1.0
fc-6047,Ehizibue,ehizibue,GEN,D,DD|E,4,4,10,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,5.5,5.5,0,0,0,0,27.0,5.83,5.96,2.0,0.0
fc-6024,Sulemana I.,sulemana i,SAS,C,M|C,3,3,7,8,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,18.0,5.69,5.78,1.0,0.0
fc-5498,Casale,casale,BOL,D,DC,3,3,5,5,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,10.0,5.55,5.55,0.0,0.0
fc-7326,Helland,helland,BOL,D,DD|DC,3,3,12,12,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,6.0,0,0,0,0,6.0,5.75,5.58,0.0,0.0
fc-7125,Idrissi R.,idrissi r,CAG,D,DS|E,3,3,3,3,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,19.0,5.95,6.18,2.0,0.0
fc-1871,Deiola,deiola,CAG,C,M|C,3,3,8,8,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.75,5.5,0,0,0,0,20.0,6.05,6.02,0.0,1.0
fc-7128,Kuhn,kuhn,COM,A,W|A,3,4,5,7,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,15.0,5.83,6.1,1.0,1.0
